CountryName,StateName,DistrictName,SubDistrictName
India,Arunachal Pradesh,Upper Subansiri,Gussar
India,Arunachal Pradesh,Upper Subansiri,Limeking
India,Arunachal Pradesh,Upper Subansiri,Maro
India,Arunachal Pradesh,Upper Subansiri,Nacho
India,Arunachal Pradesh,Upper Subansiri,Payeng
India,Arunachal Pradesh,Upper Subansiri,Puchi Geko
India,Arunachal Pradesh,Upper Subansiri,Siyum
India,Arunachal Pradesh,Upper Subansiri,Taksing
India,Arunachal Pradesh,Upper Subansiri,Taliha
India,Arunachal Pradesh,West Kameng,Balemu
India,Arunachal Pradesh,West Kameng,Bhalukpong
India,Arunachal Pradesh,West Kameng,Bomdila
India,Arunachal Pradesh,West Kameng,Dirang
India,Arunachal Pradesh,West Kameng,Jamiri
India,Arunachal Pradesh,West Kameng,Kalaktang
India,Arunachal Pradesh,West Kameng,Kamengbari-Doimara
India,Arunachal Pradesh,West Kameng,Nafra
India,Arunachal Pradesh,West Kameng,Rupa
India,Arunachal Pradesh,West Kameng,Shergaon
India,Arunachal Pradesh,West Kameng,Singchung
India,Arunachal Pradesh,West Kameng,Thembang
India,Arunachal Pradesh,West Kameng,Thrizino
India,Arunachal Pradesh,West Siang,Aalo
India,Arunachal Pradesh,West Siang,Bagra
India,Arunachal Pradesh,West Siang,Basar
India,Arunachal Pradesh,West Siang,Darak
India,Arunachal Pradesh,West Siang,Daring
India,Arunachal Pradesh,West Siang,Gensi
India,Arunachal Pradesh,West Siang,Jomlo Mobuk
India,Arunachal Pradesh,West Siang,Kamba
India,Arunachal Pradesh,West Siang,Kangku
India,Arunachal Pradesh,West Siang,Kaying
India,Arunachal Pradesh,West Siang,Likabali
India,Arunachal Pradesh,West Siang,Liromoba
India,Arunachal Pradesh,West Siang,Mechuka
India,Arunachal Pradesh,West Siang,Monigong
India,Arunachal Pradesh,West Siang,Payum
India,Arunachal Pradesh,West Siang,Pidi
India,Arunachal Pradesh,West Siang,Rumgong
India,Arunachal Pradesh,West Siang,Sibe
India,Arunachal Pradesh,West Siang,Tato
India,Arunachal Pradesh,West Siang,Tirbin
India,Arunachal Pradesh,West Siang,Yomcha
India,Assam,Baksa,Baganpara (Pt)
India,Assam,Baksa,Bajali (Pt)
India,Assam,Baksa,Barama (Pt)
India,Assam,Baksa,Barnagar (Pt)
India,Assam,Baksa,Baska
India,Assam,Baksa,Ghograpar (Pt)
India,Assam,Baksa,Goreswar (Pt)
India,Assam,Baksa,Jalah (Pt)
India,Assam,Baksa,Pathorighat (Pt)
India,Assam,Baksa,Rangia (Pt)
India,Assam,Baksa,Sarupeta (Pt)
India,Assam,Baksa,Tamulpur
India,Assam,Baksa,Tihu (Pt)
India,Assam,Barpeta,Baghbor
India,Assam,Barpeta,Bajali (Pt)
India,Assam,Barpeta,Barnagar (Pt)
India,Assam,Barpeta,Barpeta
India,Assam,Barpeta,Chenga
India,Assam,Barpeta,Jalah (Pt)
India,Assam,Barpeta,Kalgachia
India,Assam,Barpeta,Sarthebari
India,Assam,Barpeta,Sarupeta (Pt)
India,Assam,Bongaigaon,Bijni (Pt)
India,Assam,Bongaigaon,Boitamari
India,Assam,Bongaigaon,Bongaigaon (Pt)
India,Assam,Bongaigaon,Sidli (Pt)
India,Assam,Bongaigaon,Srijangram
India,Assam,Cachar,Katigora
India,Assam,Cachar,Lakhipur
India,Assam,Cachar,Silchar
India,Assam,Cachar,Sonai
India,Assam,Cachar,Udarbond
India,Assam,Chirang,Barnagar (Pt)
India,Assam,Chirang,Bengtol
India,Assam,Chirang,Bijni (Pt)
India,Assam,Chirang,Bongaigaon (Pt)
India,Assam,Chirang,Kokrajhar (Pt)
India,Assam,Chirang,Sidli (Pt)
India,Assam,Darrang,Dalgaon (Pt)
India,Assam,Darrang,Kalaigaon (Pt)
India,Assam,Darrang,Khoirabari (Pt)
India,Assam,Darrang,Mangaldoi (Pt)
India,Assam,Darrang,Pathorighat (Pt)
India,Assam,Darrang,Sipajhar
India,Assam,Dhemaji,Dhakuakhana (Pt-I)
India,Assam,Dhemaji,Dhemaji
India,Assam,Dhemaji,Gogamukh
India,Assam,Dhemaji,Jonai
India,Assam,Dhemaji,Sissibargaon
India,Assam,Dhemaji,Subansiri (Pt-I)
India,Assam,Dhubri,Agamoni
India,Assam,Dhubri,Bagribari (Pt)
India,Assam,Dhubri,Bilasipara (Pt)
India,Assam,Dhubri,Chapar (Pt)
India,Assam,Dhubri,Dhubri (Pt)
India,Assam,Dhubri,Golokganj (Pt)
India,Assam,Dhubri,Gossaigaon (Pt)
India,Assam,Dhubri,Mankachar
India,Assam,Dhubri,South Salmara
India,Assam,Dibrugarh,Chabua
India,Assam,Dibrugarh,Dibrugarh East
India,Assam,Dibrugarh,Dibrugarh West
India,Assam,Dibrugarh,Moran
India,Assam,Dibrugarh,Naharkatiya
India,Assam,Dibrugarh,Tengakhat
India,Assam,Dibrugarh,Tingkhong
India,Assam,Dima Hasao,Haflong
India,Assam,Dima Hasao,Mahur
India,Assam,Dima Hasao,Maibong
India,Assam,Dima Hasao,Umrangso
India,Assam,Goalpara,Balijana
India,Assam,Goalpara,Dudhnai
India,Assam,Goalpara,Lakhipur
India,Assam,Goalpara,Matia
India,Assam,Goalpara,Rangjuli
India,Assam,Golaghat,Bokakhat
India,Assam,Golaghat,Dergaon
India,Assam,Golaghat,Golaghat
India,Assam,Golaghat,Khumtai
India,Assam,Golaghat,Morangi
India,Assam,Golaghat,Sarupathar
India,Assam,Hailakandi,Algapur
India,Assam,Hailakandi,Hailakandi
India,Assam,Hailakandi,Katlichara
India,Assam,Hailakandi,Lala
India,Assam,Jorhat,Jorhat East
India,Assam,Jorhat,Jorhat West
India,Assam,Jorhat,Majuli
India,Assam,Jorhat,Mariani
India,Assam,Jorhat,Teok
India,Assam,Jorhat,Titabor
India,Assam,Kamrup,Bari
India,Assam,Kamrup,Baseri
India,Assam,Kamrup,Boko
India,Assam,Kamrup,Chamaria
India,Assam,Kamrup,Chhaygaon
India,Assam,Kamrup,Dhaulpur
India,Assam,Kamrup,Goreswar (Pt)
India,Assam,Kamrup,Goroimari
India,Assam,Kamrup,Hajo
India,Assam,Kamrup,Kamalpur
India,Assam,Kamrup,Koya
India,Assam,Kamrup,Nagarbera
India,Assam,Kamrup,North Guwahati (Pt)
India,Assam,Kamrup,Palasbari
India,Assam,Kamrup,Rajakhera
India,Assam,Kamrup,Rangia (Pt)
India,Assam,Kamrup,Sepau
India,Assam,Kamrup Metropolitan,Azara
India,Assam,Kamrup Metropolitan,Bagidora
India,Assam,Kamrup Metropolitan,Banswara
India,Assam,Kamrup Metropolitan,Chandrapur
India,Assam,Kamrup Metropolitan,Dispur
India,Assam,Kamrup Metropolitan,Garhi
India,Assam,Kamrup Metropolitan,Ghatol
India,Assam,Kamrup Metropolitan,Guwahati
India,Assam,Kamrup Metropolitan,Kushalgarh
India,Assam,Kamrup Metropolitan,North Guwahati (Pt)
India,Assam,Kamrup Metropolitan,Sonapur
India,Assam,Karbi Anglong,Digod
India,Assam,Karbi Anglong,Diphu
India,Assam,Karbi Anglong,Donka
India,Assam,Karbi Anglong,Ladpura
India,Assam,Karbi Anglong,Phuloni
India,Assam,Karbi Anglong,Pipalda
India,Assam,Karbi Anglong,Ramganj Mandi
India,Assam,Karbi Anglong,Sangod
India,Assam,Karbi Anglong,Silonijan
India,Assam,Karimganj,Badarpur
India,Assam,Karimganj,Girwa
India,Assam,Karimganj,Gogunda
India,Assam,Karimganj,Jhadol
India,Assam,Karimganj,Karimganj
India,Assam,Karimganj,Kherwara
India,Assam,Karimganj,Kotra
India,Assam,Karimganj,Lasadiya
India,Assam,Karimganj,Mavli
India,Assam,Karimganj,Nilambazar
India,Assam,Karimganj,Patharkandi
India,Assam,Karimganj,Ramkrishna Nagar
India,Assam,Karimganj,Rishabhdeo
India,Assam,Karimganj,Salumbar
India,Assam,Karimganj,Sarada
India,Assam,Karimganj,Vallabhnagar
India,Assam,Kokrajhar,Bagribari (Pt)
India,Assam,Kokrajhar,Bhowraguri
India,Assam,Kokrajhar,Bilasipara (Pt)
India,Assam,Kokrajhar,Chapar (Pt)
India,Assam,Kokrajhar,Dhubri (Pt)
India,Assam,Kokrajhar,Dotoma
India,Assam,Kokrajhar,Golokganj (Pt)
India,Assam,Kokrajhar,Gossaigaon (Pt)
India,Assam,Kokrajhar,Kokrajhar (Pt)
India,Assam,Lakhimpur,Bihpuria
India,Assam,Lakhimpur,Dhakuakhana (Pt)
India,Assam,Lakhimpur,Kadam
India,Assam,Lakhimpur,Naobaicha
India,Assam,Lakhimpur,Narayanpur
India,Assam,Lakhimpur,North Lakhimpur
India,Assam,Lakhimpur,Subansiri (Pt)
India,Assam,Morigaon,Bhuragaon
India,Assam,Morigaon,Laharighat
India,Assam,Morigaon,Marigaon
India,Assam,Morigaon,Mayong
India,Assam,Morigaon,Mikirbheta
India,Assam,Nagaon,Dhing
India,Assam,Nagaon,Doboka
India,Assam,Nagaon,Hojai
India,Assam,Nagaon,Kaliabor
India,Assam,Nagaon,Kampur
India,Assam,Nagaon,Lanka
India,Assam,Nagaon,Nagaon
India,Assam,Nagaon,Raha
India,Assam,Nagaon,Rupahi
India,Assam,Nagaon,Samaguri
India,Assam,Nalbari,Baganpara (Pt)
India,Assam,Nalbari,Banekuchi
India,Assam,Nalbari,Barama (Pt)
India,Assam,Nalbari,Barbhag
India,Assam,Nalbari,Barkhetri
India,Assam,Nalbari,Ghograpar (Pt)
India,Assam,Nalbari,Nalbari
India,Assam,Nalbari,Pachim Nalbari
India,Assam,Nalbari,Tihu (Pt)
India,Assam,Sivasagar,Amguri
India,Assam,Sivasagar,Dimow
India,Assam,Sivasagar,Mahmora
India,Assam,Sivasagar,Nazira
India,Assam,Sivasagar,Sibsagar
India,Assam,Sivasagar,Sonari
India,Assam,Sonitpur,Biswanath
India,Assam,Sonitpur,Chariduar
India,Assam,Sonitpur,Dhekiajuli (Pt)
India,Assam,Sonitpur,Gohpur
India,Assam,Sonitpur,Helem
India,Assam,Sonitpur,Na-Duar
India,Assam,Sonitpur,Tezpur
India,Assam,Tinsukia,Doom Dooma
India,Assam,Tinsukia,Margherita
India,Assam,Tinsukia,Sadiya
India,Assam,Tinsukia,Tinsukia
India,Assam,Udalguri,Dalgaon (Pt)
India,Assam,Udalguri,Dhekiajuli (Pt)
India,Assam,Udalguri,Harisinga
India,Assam,Udalguri,Kalaigaon (Pt)
India,Assam,Udalguri,Khoirabari (Pt)
India,Assam,Udalguri,Mangaldoi (Pt)
India,Assam,Udalguri,Mazbat
India,Assam,Udalguri,Pathorighat (Pt)
India,Assam,Udalguri,Udalguri
India,Bihar,Araria,Araria
India,Bihar,Araria,Bhargama
India,Bihar,Araria,Forbesganj
India,Bihar,Araria,Jokihat
India,Bihar,Araria,Kursakatta
India,Bihar,Araria,Narpatganj
India,Bihar,Araria,Palasi
India,Bihar,Araria,Raniganj
India,Bihar,Araria,Sikti
India,Bihar,Arwal,Arwal
India,Bihar,Arwal,Kaler
India,Bihar,Arwal,Karpi
India,Bihar,Arwal,Kurtha
India,Bihar,Arwal,Sonbhadra Banshi Suryapur
India,Bihar,Aurangabad,Aurangabad
India,Bihar,Aurangabad,Barun
India,Bihar,Aurangabad,Daudnagar
India,Bihar,Aurangabad,Deo
India,Bihar,Aurangabad,Goh
India,Bihar,Aurangabad,Haspura
India,Bihar,Aurangabad,Kutumba
India,Bihar,Aurangabad,Madanpur
India,Bihar,Aurangabad,Nabinagar
India,Bihar,Aurangabad,Obra
India,Bihar,Aurangabad,Rafiganj
India,Bihar,Banka,Amarpur
India,Bihar,Banka,Banka
India,Bihar,Banka,Barahat
India,Bihar,Banka,Bausi
India,Bihar,Banka,Belhar
India,Bihar,Banka,Chanan
India,Bihar,Banka,Dhuraiya
India,Bihar,Banka,Katoria
India,Bihar,Banka,Phulidumar
India,Bihar,Banka,Rajaun
India,Bihar,Banka,Shambhuganj
India,Bihar,Begusarai,Bachhwara
India,Bihar,Begusarai,Bakhri
India,Bihar,Begusarai,Balia
India,Bihar,Begusarai,Barauni
India,Bihar,Begusarai,Begusarai
India,Bihar,Begusarai,Bhagwanpur
India,Bihar,Begusarai,Birpur
India,Bihar,Begusarai,Cheria Bariarpur
India,Bihar,Begusarai,Chhorahi
India,Bihar,Begusarai,Dandari
India,Bihar,Begusarai,Garhpura
India,Bihar,Begusarai,Khudabandpur
India,Bihar,Begusarai,Mansurchak
India,Bihar,Begusarai,Matihani
India,Bihar,Begusarai,Naokothi
India,Bihar,Begusarai,Sahebpur Kamal
India,Bihar,Begusarai,Shamho Akha Kurha
India,Bihar,Begusarai,Teghra
India,Bihar,Bhagalpur,Bihpur
India,Bihar,Bhagalpur,Colgong
India,Bihar,Bhagalpur,Gopalpur
India,Bihar,Bhagalpur,Goradih
India,Bihar,Bhagalpur,Ismailpur
India,Bihar,Bhagalpur,Jagdishpur
India,Bihar,Bhagalpur,Kharik
India,Bihar,Bhagalpur,Narayanpur
India,Bihar,Bhagalpur,Nathnagar
India,Bihar,Bhagalpur,Naugachhia
India,Bihar,Bhagalpur,Pirpainti
India,Bihar,Bhagalpur,Rangra Chowk
India,Bihar,Bhagalpur,Sabour
India,Bihar,Bhagalpur,Shahkund
India,Bihar,Bhagalpur,Sonhaula
India,Bihar,Bhagalpur,Sultanganj
India,Bihar,Bhojpur,Agiaon
India,Bihar,Bhojpur,Arrah
India,Bihar,Bhojpur,Barhara
India,Bihar,Bhojpur,Behea
India,Bihar,Bhojpur,Charpokhari
India,Bihar,Bhojpur,Garhani
India,Bihar,Bhojpur,Jagdishpur
India,Bihar,Bhojpur,Koilwar
India,Bihar,Bhojpur,Piro
India,Bihar,Bhojpur,Sahar
India,Bihar,Bhojpur,Sandesh
India,Bihar,Bhojpur,Shahpur
India,Bihar,Bhojpur,Tarari
India,Bihar,Bhojpur,Udwant Nagar
India,Bihar,Buxar,Barhampur
India,Bihar,Buxar,Buxar
India,Bihar,Buxar,Chakki
India,Bihar,Buxar,Chaugain
India,Bihar,Buxar,Chausa
India,Bihar,Buxar,Dumraon
India,Bihar,Buxar,Itarhi
India,Bihar,Buxar,Kesath
India,Bihar,Buxar,Nawanagar
India,Bihar,Buxar,Rajpur
India,Bihar,Buxar,Simri
India,Bihar,Darbhanga,Alinagar
India,Bihar,Darbhanga,Bahadurpur
India,Bihar,Darbhanga,Baheri
India,Bihar,Darbhanga,Benipur
India,Bihar,Darbhanga,Biraul
India,Bihar,Darbhanga,Darbhanga
India,Bihar,Darbhanga,Ghanshyampur
India,Bihar,Darbhanga,Gora Bauram
India,Bihar,Darbhanga,Hanumannagar
India,Bihar,Darbhanga,Hayaghat
India,Bihar,Darbhanga,Jale
India,Bihar,Darbhanga,Keotiranway
India,Bihar,Darbhanga,Kiratpur
India,Bihar,Darbhanga,Kusheshwar Asthan
India,Bihar,Darbhanga,Kusheshwar Asthan Purbi
India,Bihar,Darbhanga,Manigachhi
India,Bihar,Darbhanga,Singhwara
India,Bihar,Darbhanga,Tardih
India,Bihar,East Champaran (Motihari),Adapur
India,Bihar,East Champaran (Motihari),Areraj
India,Bihar,East Champaran (Motihari),Banjaria
India,Bihar,East Champaran (Motihari),Bankatwa
India,Bihar,East Champaran (Motihari),Chakia(Pipra)
India,Bihar,East Champaran (Motihari),Chiraia
India,Bihar,East Champaran (Motihari),Dhaka
India,Bihar,East Champaran (Motihari),Ghorasahan
India,Bihar,East Champaran (Motihari),Harsidhi
India,Bihar,East Champaran (Motihari),Kalyanpur
India,Bihar,East Champaran (Motihari),Kesaria
India,Bihar,East Champaran (Motihari),Kotwa
India,Bihar,East Champaran (Motihari),Madhuban
India,Bihar,East Champaran (Motihari),Mehsi
India,Bihar,East Champaran (Motihari),Motihari
India,Bihar,East Champaran (Motihari),Narkatia
India,Bihar,East Champaran (Motihari),Paharpur
India,Bihar,East Champaran (Motihari),Pakri Dayal
India,Bihar,East Champaran (Motihari),Patahi
India,Bihar,East Champaran (Motihari),Phenhara
India,Bihar,East Champaran (Motihari),Piprakothi
India,Bihar,East Champaran (Motihari),Ramgarhwa
