,id,name,state,designation
95,43,S S Baijal,Gujarat,Director
96,43,B S Mehta,Gujarat,Director
97,43,H S Shah,Gujarat,Director
98,43,S A Lalbhai,Gujarat,Managing Director
99,43,S M Datta,Gujarat,Director
100,43,K Aparajithan,Gujarat,Director
101,43,R A Shah,Gujarat,Alternate Director
102,43,B N Mohanan,Gujarat,Whole-time Director
103,43,V S Rangan,Gujarat,Director
104,43,T R Gopi Kannan,Gujarat,Company Secretary
105,51,Shekhar Bajaj,Maharashtra,Chairman and MD & CEO
106,51,Harsh Vardhan Goenka,Maharashtra,Director
107,51,A K Jalan,Maharashtra,Director
108,51,Ajit Gulabchand,Maharashtra,Director
109,51,V B Haribhakti,Maharashtra,Director
110,51,Madhur Bajaj,Maharashtra,Director
111,51,Anant Bajaj,Maharashtra,Joint Managing Director
112,51,Indu Shahani,Maharashtra,Director
113,51,R P Singh,Maharashtra,Director
114,51,Mangesh Patil,Maharashtra,Company Secretary
115,53,Abhay Firodia,Maharashtra,Chairman
116,53,Sudhir Mehta,Maharashtra,Director
117,53,Prasan Firodia,Maharashtra,Managing Director
118,53,S A Gundecha,Maharashtra,Director
119,53,S N Inamdar,Maharashtra,Director
120,53,Pratap Pawar,Maharashtra,Director
121,53,S Padmanabhan,Maharashtra,Director
122,53,Vinay Kothari,Maharashtra,Director
123,53,R B Bhandari,Maharashtra,Director
124,53,L Lakshman,Maharashtra,Director
125,53,Atul Chordia,Maharashtra,Director
126,53,Anita Ramachandran,Maharashtra,Director
127,53,Arun Sheth,Maharashtra,Director
128,53,Aparna C Lambore,Maharashtra,Company Secretary
129,55,Dharaprasad Poddar,Maharashtra,Chairman Emeritus
130,55,Arvind Poddar,Maharashtra,Chairman & Managing Director
131,55,Rajiv Poddar,Maharashtra,Executive Director
132,55,SACHIN NATH CHATURVEDI,Maharashtra,Director
133,55,Subhash Chand Mantri,Maharashtra,Director
134,55,Rameshkumar Poddar,Maharashtra,Director
135,55,Khurshed Doongaji,Maharashtra,Director
136,55,Laxmidas Merchant,Maharashtra,Director
137,55,Ashok Saraf,Maharashtra,Director
138,55,Sanjay Asher,Maharashtra,Director
139,55,Vipul Shah,Maharashtra,Addi.Direct. & Whole Time Dire
140,55,Vijaylaxmi Poddar,Maharashtra,Executive Director
141,59,Prasad Chandran,Maharashtra,Chairman & Managing Director
142,59,Rainer Diercks,Maharashtra,Director
143,59,R R Nair,Maharashtra,Director
144,59,Pradip P Shah,Maharashtra,Director
145,59,R A Shah,Maharashtra,Director
146,59,Saori Dubourg,Maharashtra,Director
147,59,Arun Bewoor,Maharashtra,Director
148,59,S Regunathan,Maharashtra,Whole-time Director
149,59,Pradeep Chandan,Maharashtra,Company Secretary
150,59,Thilo Bischoff,Maharashtra,Whole-time Director
151,59,Andrew Postlethwaite,Maharashtra,Director
152,59,G Ramaseshan,Maharashtra,Whole-time Director
153,60,Rajeev Gopalakrishnan,West Bengal,Managing Director & CEO
154,60,Uday Khanna,West Bengal,Chairman
155,60,Jorge Carbajal,West Bengal,Director
156,60,Jack G N Clemons,West Bengal,Director
157,60,Atul Singh,West Bengal,Director
158,60,Akshay N Chudasama,West Bengal,Director
159,60,A B Anand,West Bengal,Vice President & CS
160,60,Ranjit Mathur,West Bengal,Director (Finance) & CFO
161,62,Vijay Mallya,Maharashtra,Chairman
162,62,Stephan Gerlich,Maharashtra,Vice Chairman & MD & CEO
163,62,Sharad M Kulkarni,Maharashtra,Director
164,62,Johannes Dietsch,Maharashtra,Director
165,62,A K R Nedungadi,Maharashtra,Director
166,62,Bernd Naaf,Maharashtra,Director
167,62,Vimal Bhandari,Maharashtra,Director
168,62,Kaikobad B Mistry,Maharashtra,Whole Time Director & CFO
169,62,Shirin V Balsara,Maharashtra,Company Secretary
170,64,Kuldip Singh Dhingra,West Bengal,Chairman
171,64,Gurbachan Singh Dhingra,West Bengal,Vice Chairman
172,64,Subir Bose,West Bengal,Managing Director
173,64,Gerald Kenneth Adams,West Bengal,Director
174,64,Anil Bhalla,West Bengal,Director
175,64,Gurcharan Das,West Bengal,Director
176,64,Kamal Ranjan Das,West Bengal,Director
177,64,Pulak Prasad,West Bengal,Additional Director
178,64,Aniruddha Sen,West Bengal,Company Secretary
179,64,Abhihit Roy,West Bengal,Director & COO
180,64,Srijit Dasgupta,West Bengal,CFO & Director
181,69,B N Kalyani,Maharashtra,Chairman & Managing Director
182,69,S M Thakore,Maharashtra,Director
183,69,S D Kulkarni,Maharashtra,Director
184,69,G K Agarwal,Maharashtra,Deputy Managing Director
185,69,P C Bhalerao,Maharashtra,Director
186,69,Amit B Kalyani,Maharashtra,Executive Director
187,69,P G Pawar,Maharashtra,Director
188,69,Uwe Loos,Maharashtra,Director
189,69,B P Kalyani,Maharashtra,Executive Director
190,69,S E Tandale,Maharashtra,Executive Director
191,69,Lalita D Gupte,Maharashtra,Director
192,69,Alan Spencer,Maharashtra,Director
193,69,Sunil K Chaturvedi,Maharashtra,Executive Director
194,69,P H Ravikumar,Maharashtra,Director
195,69,Naresh Narad,Maharashtra,Director
196,69,T Mukherjee,Maharashtra,Director
197,69,Ajay Kumar Sharma,Maharashtra,Company Secretary
198,72,Dinesh B Patel,Gujarat,Chairman
199,72,Arun P Patel,Gujarat,Vice Chairman
200,72,Ramnikbhai Ambani,Gujarat,Director
201,72,Ashwin Lalbhai Shah,Gujarat,Director
202,72,RooshiKumar Pandya,Gujarat,Director
203,72,Indira J Parikh,Gujarat,Director
204,72,Rajesh B Parikh,Gujarat,Director
205,72,Lavkumar Kantilal,Gujarat,Director
206,72,Rahul A Patel,Gujarat,Managing Director
207,72,Amit D Patel,Gujarat,Managing Director
208,72,S B Dangayach,Gujarat,Managing Director
209,72,L M Rathod,Gujarat,Company Secretary
210,72,Hitesh T Mehta,Gujarat,Deputy Company Secretary
211,77,Harsh V Lodha,West Bengal,Chairman
212,77,Pracheta Majumdar,West Bengal,Director
213,77,Vikram Swarup,West Bengal,Director
214,77,Anand Bordia,West Bengal,Director
215,77,B B Tandon,West Bengal,Director
216,77,B R Nahar,West Bengal,Executive Director & CEO
217,77,D N Ghosh,West Bengal,Director
218,77,Deepak Nayyar,West Bengal,Additional Director
219,77,Girish Sharma,West Bengal,Senior Vice President & CS
220,82,Ashok M Advani,Maharashtra,Chairman
221,82,Suneel M Advani,Maharashtra,Vice Chairman
222,82,Satish Jamdar,Maharashtra,Managing Director
223,82,Shailesh Haribhakti,Maharashtra,Director
224,82,Pradeep Mallick,Maharashtra,Director
225,82,Gurdeep Singh,Maharashtra,Director
226,82,Suresh N Talwar,Maharashtra,Director
227,82,Vir S Advani,Maharashtra,Executive Director
228,82,Sangameshwar Iyer,Maharashtra,Company Secretary
229,85,Nusli N Wadia,Maharashtra,Chairman
230,85,Keshub Mahindra,Maharashtra,Director
231,85,R N Tata,Maharashtra,Director
232,85,R A Shah,Maharashtra,Director
233,85,S S Kelkar,Maharashtra,Director
234,85,S Ragothaman,Maharashtra,Director
235,85,A K Hirjee,Maharashtra,Director
236,85,S M Palia,Maharashtra,Director
237,85,Vinita Bali,Maharashtra,Director
238,85,Ness N Wadia,Maharashtra,Director
239,85,Durgesh Mehta,Maharashtra,Joint MD & CFO
240,85,Ishaat Hussain,Maharashtra,Director
241,85,Jeh N Wadia,Maharashtra,Managing Director
242,85,J C Bham,Maharashtra,Company Secretary
243,88,Anil D Ambani,Maharashtra,Chairman
244,88,Satish Seth,Maharashtra,Vice Chairman
245,88,S C Gupta,Maharashtra,Director (Operation)
246,88,Lalit Jalan,Maharashtra,Whole-time Director
247,88,Ramesh Shenoy,Maharashtra,Company Secretary
248,88,R R Rai,Maharashtra,Director
249,88,S S Kohli,Maharashtra,Additional Director
250,88,C P Jain,Maharashtra,Additional Director
251,88,V K Chaturvedi,Maharashtra,Non Executive Director
252,90,Munir Shaikh,Maharashtra,Chairman
253,90,Rajendra A Shah,Maharashtra,Director
254,90,Ashok Dayal,Maharashtra,Director
255,90,Ranjan Kapur,Maharashtra,Director
256,90,Thomas Dee,Maharashtra,Additional Director
257,90,Laurent Van Lerberghe,Maharashtra,Additional Director
258,90,Kaiyomarz Marfatia,Maharashtra,WTD & Additional Director
259,90,Ramon F Neira Hoyos,Maharashtra,Additional Director
260,90,Krupa Anandpara,Maharashtra,Company Secretary
261,90,Rehan Khan,Maharashtra,Managing Director
262,93,Nusli N Wadia,West Bengal,Chairman
263,93,Vinita Bali,West Bengal,Managing Director
264,93,Keki Dadiseth,West Bengal,Director
265,93,Avijit Deb,West Bengal,Director
266,93,Nimesh N Kampani,West Bengal,Director
267,93,S S Kelkar,West Bengal,Director
268,93,Jeh N Wadia,West Bengal,Director
269,93,A K Hirjee,West Bengal,Director
270,93,Ajai Puri,West Bengal,Director
271,93,P Govindan,West Bengal,Company Secretary
272,93,Nasser Munjee,West Bengal,Director
273,93,Ness N Wadia,West Bengal,Director
274,93,Vijay L Kelkar,West Bengal,Director
275,94,S M Datta,West Bengal,Chairman
276,94,R Gopalakrishnan,West Bengal,Managing Director
277,94,A Abraham,West Bengal,Director
278,94,P Barua,West Bengal,Director
279,94,K B Dadiseth,West Bengal,Director
280,94,S K Dhall,West Bengal,Director
281,94,S Khosla,West Bengal,Director
282,94,R R Nair,West Bengal,Director
283,94,K K Nayar,West Bengal,Director
284,94,K P Ponnapa,West Bengal,Director
285,94,G V K Rao,West Bengal,Director
286,94,S K Sinha,West Bengal,Director
287,94,D Sundaram,West Bengal,Director
288,94,D R B Tyman,West Bengal,Director
289,94,Shyamal Sen,West Bengal,Company Secretary
290,99,Rama Prasad Goenka,West Bengal,Chairman
291,99,Sanjiv Goenka,West Bengal,Vice Chairman
292,99,PRADIP KUMAR KHAITAN,West Bengal,Director
293,99,Brij Mohan Khaitan,West Bengal,Director
294,99,S K Vaidynathan Srinivasan,West Bengal,Nominee (IDBI)
295,99,Sumantra Banerjee,West Bengal,Managing Director
296,99,Subhasis Mitra,West Bengal,Company Secretary
297,102,K K Bangur,West Bengal,Chairman
298,102,N S Damani,West Bengal,Director
299,102,A V Lodha,West Bengal,Director
300,102,Bhaskar Mitter,West Bengal,Director
301,102,P K Khaitan,West Bengal,Director
302,102,Sanjiv Goenka,West Bengal,Director
303,102,R Srinivasan,West Bengal,Director
304,102,B Shiva,West Bengal,Company Secretary
305,102,D J Balaji Rao,West Bengal,Director
306,102,M B Gadgil,West Bengal,Executive Director
307,102,N Venkataramani,West Bengal,Director
308,102,J D Curravala,West Bengal,Director
309,104,R P Goenka,Maharashtra,Chairman
310,104,H V Goenka,Maharashtra,Vice Chairman
311,104,Paras K Chowdhary,Maharashtra,WTD & Additional Director
312,104,Anant Vardhan Goenka,Maharashtra,Managing Director
313,104,Vinay Bansal,Maharashtra,Director
314,104,A C Choksey,Maharashtra,Director
315,104,S Doreswamy,Maharashtra,Director
316,104,Mahesh S Gupta,Maharashtra,Director
317,104,Haigreve Khaitan,Maharashtra,Director
318,104,Bansi S Mehta,Maharashtra,Director
319,104,Hari L Mundra,Maharashtra,Director
320,104,K R Podar,Maharashtra,Director
321,104,H N Singh Rajpoot,Maharashtra,Company Secretary
322,106,B K Birla,Maharashtra,Chairman
323,106,R A Shah,Maharashtra,Director
324,106,B S Mehta,Maharashtra,Director
325,106,G M Singhvi,Maharashtra,Whole-time Director
326,106,C B Gagrani,Maharashtra,Company Secretary
327,106,S K Jain,Maharashtra,Director
328,107,B K Birla,Maharashtra,Chairman
329,107,Kumar Mangalam Birla,Maharashtra,Director
330,107,P K Daga,Maharashtra,Director
331,107,Arvind C Dalal,Maharashtra,Director
332,107,Amal Ganguli,Maharashtra,Director
333,107,B L Jain,Maharashtra,Whole-time Director
334,107,D K Agrawal,Maharashtra,Company Secretary
335,110,M A M Ramaswamy,Tamil Nadu,Chairman
336,110,M A M R Muthiah,Tamil Nadu,Managing Director
337,110,Ramanathan Palaniappan,Tamil Nadu,Director
338,110,R Krishnamoorthy,Tamil Nadu,Director
339,110,SP ST Palaniappan,Tamil Nadu,Director
340,110,K Ganapathy,Tamil Nadu,Director
341,110,S Hariharan,Tamil Nadu,Company Secretary
342,110,Md Nasimuddin,Tamil Nadu,Nominee (TIIC)
343,110,L Muthukrishnan,Tamil Nadu,Additional Director
344,111,R G Kapadia,West Bengal,Chairman & Non Executive Dir.
345,111,R B Raheja,West Bengal,Vice Chairman & Non executive
346,111,T V Ramanathan,West Bengal,Managing Director & CEO
347,111,G Chatterjee,West Bengal,Director (Industrial)
348,111,P K Kataky,West Bengal,Director (Automotive)
349,111,A K Mukherjee,West Bengal,Director (Finance) & CFO
350,111,Vijay Aggarwal,West Bengal,Director
351,111,H M Kothari,West Bengal,Director
352,111,Bhaskar Mitter,West Bengal,Director
353,111,S B Raheja,West Bengal,Director
354,111,W Wong,West Bengal,Director
355,111,D S Parekh,West Bengal,Alternate Director
356,111,Supriya Coomer,West Bengal,Company Secretary
357,111,Mona Ninad Desai,West Bengal,Additional Director
358,111,Nadeem Kazim,West Bengal,Director (HR & Perosnnel)
359,114,Y K Hamied,Maharashtra,Chairman & Managing Director
360,114,M K Hamied,Maharashtra,Joint Managing Director
361,114,S Radhakrishnan,Maharashtra,Whole-time Director
362,114,V C Kotwal,Maharashtra,Director
363,114,H R Manchanda,Maharashtra,Director
364,114,M R Raghavan,Maharashtra,Director
365,114,Ramesh Shroff,Maharashtra,Director
366,114,Pankaj Patel,Maharashtra,Director
367,114,Mital Sanghvi,Maharashtra,Company Secretary
368,114,Ranjan Pai,Maharashtra,Additional Director
369,118,R A Shah,Maharashtra,Vice Chairman
370,118,P K Ghosh,Maharashtra,Deputy Chairman
371,118,K V Vaidyanathan,Maharashtra,Whole-time Director
372,118,J K Setna,Maharashtra,Director
373,118,V S Mehta,Maharashtra,Director
374,118,M V Deoras,Maharashtra,Managing Director
375,118,Derrick Samuel,Maharashtra,Chairman & Director
376,118,Paul Alton,Maharashtra,Whole-time Director
377,118,Niket Ghate,Maharashtra,Whole-time Director
378,118,Indu Shahani,Maharashtra,Additional Director
379,123,A Vellayan,Andhra Pradesh,Chairman
380,123,Kapil Mehan,Andhra Pradesh,Managing Director
381,123,B V R Mohan Reddy,Andhra Pradesh,Director
382,123,R A Savoor,Andhra Pradesh,Director
383,123,M K Tandon,Andhra Pradesh,Director
384,123,M M Venkatachalam,Andhra Pradesh,Director
385,123,V Ravichandran,Andhra Pradesh,Vice Chairman
386,123,M R Rajaram,Andhra Pradesh,Company Secretary
387,123,Ranjana Kumar,Andhra Pradesh,Independent Director
388,123,K Balasubramanian,Andhra Pradesh,Director
389,125,Gautam Thapar,Maharashtra,Chairman
390,125,Sudhir Trehan,Maharashtra,Vice Chairman
391,125,Scott Bayman,Maharashtra,Director
392,125,Omkar Goswami,Maharashtra,Director
393,125,Sanjay Labroo,Maharashtra,Director
394,125,Meher Pudumjee,Maharashtra,Director
395,125,Suresh Prabhu,Maharashtra,Director
396,125,Satya Pal Talwar,Maharashtra,Director
397,125,Valentin Von Massow,Maharashtra,Director
398,125,Wilton Henriques,Maharashtra,Company Secretary
399,125,Laurent Demortier,Maharashtra,Managing Director & CEO
400,135,C K Mehta,Maharashtra,Chairman
401,135,S C Mehta,Maharashtra,Vice Chairman & M.D.
402,135,R A Shah,Maharashtra,Director
403,135,D Basu,Maharashtra,Director
404,135,N C Singhal,Maharashtra,Director
405,135,U P Jhaveri,Maharashtra,Director
406,135,S R Wadhwa,Maharashtra,Director
407,135,S Rama Iyer,Maharashtra,Director
408,135,Parul S Mehta,Maharashtra,Director
409,135,Anil Sachdev,Maharashtra,Director
410,135,R Sriraman,Maharashtra,Senior Vice President & CS
411,135,Pranay Vakil,Maharashtra,Director
412,148,A Vellayan,Tamil Nadu,Chairman
413,148,R A Savoor,Tamil Nadu,Director
414,148,Anand Narain Bhatia,Tamil Nadu,Director
415,148,V Manickam,Tamil Nadu,Director
416,148,M B N Rao,Tamil Nadu,Director
417,148,V Ravichandran,Tamil Nadu,Vice Chairman
418,148,Ravindra S Singhvi,Tamil Nadu,Managing Director & CEO
419,148,Suresh Krishnan,Tamil Nadu,Company Secretary
420,154,PRADIP KUMAR KHAITAN,Orissa,Chairman
421,154,Binod Khaitan,Orissa,Director
422,154,Naresh Chandra,Orissa,Director
423,154,Jamshed J Irani,Orissa,Director
424,154,M B N Rao,Orissa,Director
425,154,S Y Rajagopalan,Orissa,Director
426,154,Umang Kejriwal,Orissa,Managing Director
427,154,Mayank Kejriwal,Orissa,Joint Managing Director
428,154,Uddhav Kejriwal,Orissa,Whole-time Director
429,154,Viyas Mitre Ralli,Orissa,Whole-time Director
430,154,M K Jalan,Orissa,Whole-time Director
431,154,R S Singh,Orissa,Whole-time Director
432,154,Jyoti Jain,Orissa,Company Secretary
433,159,Rathindra Nath Basu,New Delhi,Managing Director
434,159,Michel Augonnet,New Delhi,Director
435,159,Pierre Laporte,New Delhi,Director
436,159,Arvind Pachauri,New Delhi,Alternate Director
437,159,T S Vishwanath,New Delhi,Chairman & Director
438,159,Michel Serra,New Delhi,Additional Director
439,159,Chandan Roy,New Delhi,Non-Exec. & Independent Dir.
440,159,Manoj Prasad Singh,New Delhi,Company Secretary
441,161,Rajan Nanda,Haryana,Chairman & Managing Director
442,161,Nikhil Nanda,Haryana,Joint Managing Director
443,161,M G K Menon,Haryana,Director
444,161,S A Dave,Haryana,Director
445,161,P S Pritam,Haryana,Director
446,161,S C Bhargava,Haryana,Director
447,161,G B Mathur,Haryana,Executive VP & CS
448,161,Hardeep Singh,Haryana,Director
449,171,P P Chhabria,Maharashtra,Chairman
450,171,D K Chhabria,Maharashtra,Managing Director
451,171,H S Vachha,Maharashtra,Director
452,171,Atul C Choksey,Maharashtra,Director
453,171,Sanjay K Asher,Maharashtra,Director
454,171,P G Pawar,Maharashtra,Director
455,171,S B Ravi Pandit,Maharashtra,Director
456,171,Pradeep R Rathi,Maharashtra,Director
457,171,A J Engineer,Maharashtra,Director
458,171,R G D Silva,Maharashtra,Company Secretary
459,171,Mahesh Viswanathan,Maharashtra,Director (Finance) & CFO
460,171,Vikas G Pai,Maharashtra,Additional Director
461,175,Shobinder Duggal,New Delhi,Director (Finance & Control)
462,175,Michael W O Garrett,New Delhi,Director
463,175,Ravinder Narain,New Delhi,Director
464,175,Richard Sykes,New Delhi,Alternate Director
465,175,B Murli,New Delhi,Senior Vice President & CS
466,175,Antonio Helio Waszyk,New Delhi,Chairman & Managing Director
467,175,Rakesh Mohan,New Delhi,Director
468,175,Swati A Piramal,New Delhi,Director
469,175,Christian Schmid,New Delhi,Director (Technical)
470,175,Ashok Kumar Mahindra,New Delhi,Director
471,186,Abhijit Rajan,Maharashtra,Chairman & Managing Director
472,186,Peter Gammon,Maharashtra,Chairman Emeritus
473,186,Himanshu Parikh,Maharashtra,Executive Director
474,186,Rajul A Bhansali,Maharashtra,Executive Director(Intl. Ope.)
475,186,C C Dayal,Maharashtra,Director
476,186,Atul Dayal,Maharashtra,Director
477,186,Gita Bade,Maharashtra,Company Secretary
478,186,Jagadish C Sheth,Maharashtra,Director
479,186,Urvashi Saxena,Maharashtra,Director
480,186,Naval Chaudhary,Maharashtra,Director
481,186,Atul Kumar Shukla,Maharashtra,Director
482,186,D C Bagde,Maharashtra,Director & CEO (T&D Business)
483,195,D S Parekh,Maharashtra,Chairman
484,195,V Thyagarajan,Maharashtra,Vice Chairman
485,195,H B Joshipura,Maharashtra,Managing Director
486,195,R R Bajaaj,Maharashtra,Director
487,195,M B Kapadia,Maharashtra,Executive Director
488,195,N Kaviratne,Maharashtra,Director
489,195,V Narayanan,Maharashtra,Director
490,195,P V Nayak,Maharashtra,Director
491,195,R C Sequeira,Maharashtra,Executive Director (HR)
492,195,D Sundaram,Maharashtra,Director
493,195,A A Nadkarni,Maharashtra,Company Secretary
494,195,S Harford,Maharashtra,Director
495,195,P V Bhide,Maharashtra,Director
496,195,Raju Krishnaswamy,Maharashtra,Executive Director (Technical)
497,195,Ashoke Banerjee,Maharashtra,Alternate Director
498,195,A N Roy,Maharashtra,Additional Director
499,199,R V Gupta,Haryana,Director
500,199,C Dasgupta,Haryana,Director
501,199,Pankaj Gupta,Haryana,Company Secretary
502,199,Rajiv Lochan Jain,Haryana,Director
503,199,Rajeev Anand,Haryana,Vice Chairman & M.D.
504,199,Yashwant Singh Yadav,Haryana,Director (HR & Corp. Affairs)
505,199,Daniel Lawrence Smytka,Haryana,Chairman & Additional Director
506,200,Jamshed J Irani,Maharashtra,Chairman
507,200,D M Kothari,Maharashtra,Vice Chairman
508,200,H M Bharuka,Maharashtra,Managing Director & CEO
509,200,S M Datta,Maharashtra,Director
510,200,H Ishino,Maharashtra,Nominee
511,200,Pradip P Shah,Maharashtra,Director
512,200,Noel N Tata,Maharashtra,Director
513,200,Pravin D Chaudhari,Maharashtra,Whole-time Director
514,200,G T Govindarajan,Maharashtra,Company Secretary
515,200,Yoshikazu Takahashi,Maharashtra,Nominee
516,200,H Nishibayashi,Maharashtra,Nominee
517,213,A K Joti,Gujarat,Chairman
518,213,M M Srivastava,Gujarat,Director
519,213,D J Pandian,Gujarat,Nominee (Govt)
520,213,TT Ram Mohan,Gujarat,Director
521,213,Ashok Shah,Gujarat,Director
522,213,D C Anjaria,Gujarat,Director
523,213,R B Panchal,Gujarat,Company Secretary
524,213,R K Tripathi,Gujarat,Director
525,213,G C Murmu,Gujarat,Director
526,213,A M Tiwari,Gujarat,Managing Director
527,213,Atanu Chakraborty,Gujarat,Director
528,217,G C Murmu,Gujarat,Director
529,217,G M Yadwadkar,Gujarat,Director
530,217,Sukh Dev,Gujarat,Director
531,217,V L Vyas,Gujarat,Company Secretary
532,217,Jayant Narayan Godbole,Gujarat,Director
533,217,M M Srivastava,Gujarat,Director
534,217,D J Pandian,Gujarat,Director
535,217,A K Joti,Gujarat,Chairman
536,217,M S Dagur,Gujarat,Managing Director
537,218,N S Sekhsaria,Gujarat,Chairman
538,218,Paul Hugentobler,Gujarat,Vice Chairman
539,218,M L Bhakta,Gujarat,Director
540,218,Nasser Munjee,Gujarat,Director
541,218,Rajendra P Chitale,Gujarat,Director
542,218,Shailesh Haribhakti,Gujarat,Director
543,218,Omkar Goswami,Gujarat,Director
544,218,Suresh Neotia,Gujarat,Chairman Emeritus
545,218,Naresh Chandra,Gujarat,Director
546,218,Onne Van Der Weijde,Gujarat,Managing Director
547,218,B L Taparia,Gujarat,Company Secretary
548,218,Bernard Fontana,Gujarat,Director
549,226,Divyabhash Chandrakant Anjaria,Gujarat,Director
550,226,Vasant P Gandhi,Gujarat,Director
551,226,Ajay N Shah,Gujarat,Director
552,226,Vijai Kapoor,Gujarat,Director
553,226,V V Vachhrajani,Gujarat,Company Secretary
554,226,P N Roy Chowdhury,Gujarat,Director
555,226,M M Srivastava,Gujarat,Director
556,226,D J Pandian,Gujarat,Director
557,226,A K Joti,Gujarat,Chairman
558,226,Atanu Chakraborty,Gujarat,Managing Director
559,227,Kumar Mangalam Birla,Madhya Pradesh,Chairman
